make,model,year,color,mileage,price,fuel_type,transmission,engine_size,top_speed
Hyundai,Camry,2022,Orange,95188,98574,Gasoline,Manual,1.6,169
Toyota,Civic,2018,Blue,27513,63325,Electric,Automatic,1.7,187
Hyundai,A4,2009,Black,188081,12974,Diesel,Manual,4.9,170
Nissan,E-Class,2015,Blue,9336,77383,Diesel,Automatic,2.1,87
Volkswagen,Civic,2007,White,15261,68088,Diesel,Automatic,3.2,141
Mercedes-Benz,Altima,2017,Purple,192537,97588,Electric,Automatic,3.0,185
Audi,3 Series,2005,Purple,132157,55296,Hybrid,Manual,3.0,184
Nissan,A4,2005,Silver,121374,71665,Hybrid,Manual,2.6,121
Honda,Civic,2015,Black,79305,95368,Electric,Manual,3.7,104
Honda,A4,2008,Black,143645,39676,Electric,Manual,1.7,171
Hyundai,Mustang,2013,Red,71488,55785,Diesel,Automatic,4.7,179
Audi,Sonata,2012,White,190561,19939,Electric,Manual,4.3,174
Toyota,Silverado,2015,Black,107783,69538,Diesel,Manual,1.6,148
Volkswagen,Mustang,2016,Blue,114028,41416,Diesel,Manual,1.4,148
Nissan,Altima,2005,Blue,199463,65913,Hybrid,Manual,4.3,142
BMW,Altima,2002,Red,131154,19397,Diesel,Automatic,1.5,107
Audi,3 Series,2019,Yellow,112862,15556,Hybrid,Manual,5.8,139
Toyota,Golf,2002,Orange,86938,90140,Gasoline,Manual,5.8,113
Mercedes-Benz,Altima,2001,Red,122548,44245,Electric,Manual,5.4,101
Toyota,Sonata,2009,Red,46215,48102,Gasoline,Automatic,3.0,195
Toyota,Camry,2015,Purple,145909,7065,Gasoline,Manual,4.7,111
Hyundai,Silverado,2016,Black,154516,30712,Diesel,Manual,2.9,107
Hyundai,Altima,2018,Blue,91693,62633,Hybrid,Automatic,5.1,187
Audi,Camry,2022,Silver,79140,48795,Electric,Automatic,4.9,127
Toyota,Sonata,2020,Gray,131833,12525,Diesel,Automatic,2.5,125
Honda,Sonata,2019,Gray,67914,50892,Gasoline,Automatic,3.3,134
Toyota,Golf,2015,Red,69087,77131,Diesel,Automatic,3.0,131
BMW,Silverado,2014,White,19880,27823,Electric,Automatic,4.3,142
Honda,Golf,2014,Orange,197789,77910,Electric,Automatic,2.5,136
Volkswagen,Mustang,2006,Orange,28214,12744,Diesel,Manual,2.8,118
Mercedes-Benz,Altima,2006,Silver,69814,96413,Hybrid,Manual,3.3,87
Audi,Camry,2002,White,142350,41412,Diesel,Automatic,3.8,100
Hyundai,Silverado,2015,Orange,44102,97148,Electric,Automatic,2.8,108
Volkswagen,E-Class,2016,Purple,89453,85885,Electric,Manual,4.1,124
Hyundai,E-Class,2020,Green,160290,21021,Electric,Automatic,1.5,136
Honda,Silverado,2016,Gray,65014,5888,Hybrid,Automatic,5.8,170
Nissan,Altima,2004,Red,16584,15825,Diesel,Manual,1.7,92
Nissan,Altima,2010,White,105012,58613,Gasoline,Automatic,1.6,118
Ford,Civic,2003,Gray,118587,14339,Hybrid,Automatic,2.0,196
Mercedes-Benz,E-Class,2005,Yellow,138595,57721,Gasoline,Automatic,5.6,154
Audi,Civic,2007,Yellow,25121,47727,Gasoline,Automatic,5.8,164
Mercedes-Benz,Camry,2006,Black,80659,38352,Diesel,Manual,5.0,127
Mercedes-Benz,Silverado,2008,Silver,192443,84395,Gasoline,Automatic,1.1,164
Chevrolet,Mustang,2000,Silver,11886,37347,Hybrid,Manual,4.6,188
Volkswagen,E-Class,2017,White,166493,46763,Diesel,Manual,5.1,151
Hyundai,E-Class,2006,Yellow,77933,13035,Diesel,Manual,1.7,135
Mercedes-Benz,Mustang,2006,Yellow,137470,53688,Electric,Manual,3.5,146
Mercedes-Benz,Sonata,2000,Purple,11431,20378,Diesel,Automatic,5.4,126
Ford,Sonata,2013,Purple,37945,35133,Diesel,Manual,4.5,133
Honda,Camry,2013,Yellow,6457,41851,Gasoline,Manual,1.6,195
Mercedes-Benz,Altima,2014,Black,106008,54883,Gasoline,Manual,2.5,99
Audi,Sonata,2018,Orange,51388,10182,Diesel,Manual,2.1,172
Volkswagen,Golf,2006,Yellow,196430,96070,Gasoline,Automatic,3.8,197
Honda,A4,2001,Purple,186840,35919,Electric,Manual,4.5,190
Hyundai,Camry,2022,Red,194645,92437,Electric,Automatic,4.3,182
Ford,Civic,2001,Silver,52337,29281,Gasoline,Manual,3.3,153
Audi,A4,2002,Black,161777,58140,Gasoline,Automatic,2.4,96
Chevrolet,Altima,2003,Black,22421,53482,Electric,Manual,2.3,153
Audi,Golf,2017,Purple,12236,83056,Electric,Manual,1.7,100
Toyota,E-Class,2012,Silver,96202,36789,Hybrid,Manual,1.9,95
Honda,Sonata,2022,Yellow,140409,53949,Electric,Manual,3.8,94
Toyota,Civic,2009,Orange,142547,52281,Diesel,Automatic,3.4,148
Audi,Silverado,2008,Silver,77991,75912,Diesel,Automatic,1.0,117
Chevrolet,Sonata,2009,Gray,23721,19042,Hybrid,Automatic,4.5,110
Nissan,Golf,2022,Red,125946,42001,Hybrid,Manual,5.3,98
Mercedes-Benz,Silverado,2009,Purple,113179,41286,Electric,Automatic,1.7,144
Ford,Mustang,2007,Black,12398,89067,Gasoline,Manual,4.7,121
Toyota,Silverado,2006,Green,10016,66043,Electric,Manual,2.4,188
Mercedes-Benz,E-Class,2021,White,74797,65215,Hybrid,Automatic,2.3,186
Hyundai,Mustang,2016,White,192474,48483,Electric,Automatic,1.4,81
Chevrolet,Golf,2022,White,59411,86559,Diesel,Manual,2.4,110
Hyundai,Sonata,2009,Purple,143255,43213,Gasoline,Automatic,1.3,90
Honda,Golf,2007,Black,68315,34405,Gasoline,Automatic,1.3,113
Nissan,Sonata,2022,Purple,129054,47076,Gasoline,Manual,3.9,113
Hyundai,A4,2007,Blue,159146,62798,Hybrid,Manual,2.9,173
Toyota,E-Class,2013,Yellow,25500,38871,Diesel,Manual,1.5,108
Mercedes-Benz,Camry,2010,Green,191414,88970,Electric,Manual,3.1,88
Audi,Mustang,2001,Blue,75338,5911,Hybrid,Automatic,1.8,148
Toyota,Silverado,2016,Green,51470,44800,Electric,Manual,3.2,106
Toyota,Civic,2009,Green,190103,61554,Diesel,Automatic,4.3,128
Hyundai,Civic,2021,Black,30493,49734,Electric,Automatic,1.9,133
Honda,Silverado,2013,Purple,163592,7595,Hybrid,Automatic,4.4,199
Honda,A4,2008,Black,162438,77856,Hybrid,Automatic,4.5,105
Mercedes-Benz,Sonata,2001,Blue,10237,77100,Hybrid,Manual,5.5,126
Honda,3 Series,2020,Silver,1874,78132,Hybrid,Automatic,3.4,86
Mercedes-Benz,Silverado,2012,Black,94517,71958,Diesel,Automatic,5.0,157
Hyundai,Mustang,2017,Black,188454,59512,Diesel,Automatic,3.5,97
Chevrolet,Golf,2005,Blue,193118,93535,Diesel,Automatic,3.7,80
Honda,A4,2010,White,199171,9211,Diesel,Manual,2.4,194
Toyota,Civic,2011,Yellow,121440,51135,Hybrid,Manual,6.0,92
Nissan,E-Class,2018,Black,62234,72731,Electric,Automatic,2.8,163
Chevrolet,Mustang,2002,Black,3065,83200,Diesel,Automatic,5.5,104
Toyota,Sonata,2002,Purple,160487,44902,Gasoline,Manual,4.9,135
Honda,Camry,2003,Silver,194663,42170,Gasoline,Manual,4.2,138
Chevrolet,Golf,2006,Yellow,93940,92706,Diesel,Manual,2.8,158
Toyota,Camry,2005,Purple,114405,8064,Gasoline,Manual,5.3,116
Chevrolet,Silverado,2008,Black,125117,50405,Hybrid,Manual,1.5,111
Audi,E-Class,2003,White,99265,41443,Gasoline,Automatic,1.1,155
Nissan,Silverado,2007,Gray,37954,25894,Gasoline,Manual,3.6,81
Audi,Sonata,2000,White,178814,95621,Diesel,Automatic,3.2,128
Ford,E-Class,2013,Yellow,182526,43149,Electric,Manual,5.3,161
Volkswagen,Altima,2002,Green,116228,37620,Electric,Manual,1.0,181
BMW,Golf,2013,Yellow,92361,14182,Diesel,Manual,1.9,197
Ford,A4,2020,Yellow,77291,76213,Electric,Manual,2.4,183
Mercedes-Benz,3 Series,2014,Green,48839,10879,Electric,Manual,2.0,156
Chevrolet,Golf,2019,Purple,94451,33256,Hybrid,Manual,2.4,132
Mercedes-Benz,Golf,2014,White,84942,7009,Electric,Automatic,3.3,159
Chevrolet,Sonata,2021,Blue,10999,29606,Gasoline,Automatic,2.5,133
Nissan,E-Class,2019,Gray,16801,75522,Diesel,Automatic,4.1,117
Nissan,Golf,2021,Blue,168165,20030,Gasoline,Automatic,2.4,135
Volkswagen,Mustang,2018,White,20147,84740,Electric,Manual,4.9,155
BMW,E-Class,2010,Green,183086,36081,Electric,Manual,1.9,112
Toyota,3 Series,2005,Blue,196526,98720,Gasoline,Manual,4.6,193
BMW,3 Series,2018,Red,22682,83077,Hybrid,Manual,1.5,198
Chevrolet,Mustang,2013,Black,9293,33308,Diesel,Manual,3.0,175
Nissan,3 Series,2006,Gray,6714,87626,Electric,Automatic,3.5,125
BMW,E-Class,2004,Gray,109340,17939,Diesel,Manual,2.6,157
Mercedes-Benz,Golf,2020,Orange,127166,40476,Gasoline,Automatic,4.7,82
Chevrolet,A4,2011,Red,85115,41153,Hybrid,Automatic,2.7,122
Nissan,E-Class,2011,Red,93317,35381,Diesel,Automatic,1.4,107
Nissan,A4,2003,Green,128220,80263,Diesel,Manual,5.6,80
Audi,A4,2020,Black,87624,34073,Gasoline,Manual,1.8,195
Chevrolet,Civic,2003,Green,65551,87151,Diesel,Manual,2.8,148
Toyota,A4,2005,Yellow,163052,44654,Diesel,Automatic,1.9,120
Toyota,Golf,2008,Green,74544,81520,Diesel,Manual,5.5,140
Chevrolet,A4,2019,Yellow,37474,55461,Electric,Manual,3.6,109
Chevrolet,Golf,2005,Yellow,24863,39380,Electric,Manual,2.7,123
Nissan,Silverado,2006,Silver,55561,91158,Gasoline,Automatic,4.6,88
Audi,Silverado,2021,White,115095,19651,Diesel,Manual,3.6,108
Toyota,E-Class,2003,Blue,113609,25469,Diesel,Manual,2.1,101
Hyundai,3 Series,2021,Gray,186068,14376,Gasoline,Automatic,1.1,90
BMW,Golf,2020,White,111249,86351,Gasoline,Automatic,3.5,179
Mercedes-Benz,3 Series,2008,Black,169067,71505,Diesel,Manual,3.3,178
Mercedes-Benz,Mustang,2007,Purple,77397,75446,Hybrid,Automatic,4.1,150
BMW,Altima,2013,Black,30033,17720,Diesel,Manual,5.1,113
Audi,A4,2009,White,178549,93825,Gasoline,Automatic,4.4,93
BMW,Civic,2012,Green,90359,80291,Hybrid,Manual,5.1,183
Ford,E-Class,2022,Silver,131286,15726,Electric,Automatic,5.3,187
Toyota,Silverado,2014,White,9296,41700,Electric,Automatic,5.3,171
Ford,3 Series,2021,Black,58869,89350,Hybrid,Automatic,3.5,108
Volkswagen,Camry,2009,White,170712,25007,Hybrid,Manual,3.1,117
Hyundai,Altima,2007,Silver,120569,81074,Hybrid,Automatic,3.0,147
Volkswagen,E-Class,2006,Silver,126164,77813,Gasoline,Manual,2.8,122
BMW,A4,2017,Red,102877,83469,Diesel,Manual,4.3,178
Toyota,Camry,2018,Orange,146864,23537,Hybrid,Manual,3.0,189
Hyundai,Silverado,2006,Red,38406,8923,Electric,Manual,2.9,183
Audi,Camry,2003,Red,142233,15371,Electric,Automatic,4.8,189
Mercedes-Benz,E-Class,2003,Yellow,95418,30870,Diesel,Manual,3.2,100
Hyundai,3 Series,2018,Purple,170962,35162,Hybrid,Manual,1.9,100
Hyundai,E-Class,2016,Purple,128120,61636,Hybrid,Manual,5.1,155
Ford,Civic,2010,Silver,36346,84169,Hybrid,Automatic,5.6,179
BMW,Silverado,2016,Red,25353,75707,Diesel,Manual,2.4,97
Chevrolet,Altima,2007,Gray,64945,40003,Diesel,Automatic,1.0,195
BMW,Sonata,2010,Orange,130526,60481,Diesel,Manual,4.1,176
Chevrolet,Civic,2011,Black,49898,75848,Electric,Manual,5.9,107
Ford,Mustang,2006,Gray,195687,43860,Hybrid,Manual,5.4,100
Hyundai,Sonata,2005,Purple,106711,68624,Hybrid,Manual,5.4,128
BMW,Camry,2008,Black,139337,49855,Gasoline,Manual,4.9,114
Chevrolet,Silverado,2012,White,169059,67712,Diesel,Automatic,4.1,109
Chevrolet,Sonata,2005,Gray,196312,94797,Diesel,Automatic,2.8,141
Volkswagen,Mustang,2002,Black,175957,16904,Gasoline,Manual,5.5,165
Honda,E-Class,2005,Red,139648,54730,Electric,Manual,2.0,170
Honda,Sonata,2007,Purple,71885,38540,Diesel,Automatic,1.5,159
Toyota,3 Series,2008,Red,121081,88183,Electric,Automatic,1.1,185
Nissan,Camry,2016,Purple,169564,39479,Electric,Automatic,2.4,134
Toyota,Golf,2022,Yellow,162329,22487,Gasoline,Manual,3.3,107
Chevrolet,Altima,2005,Purple,64273,37736,Electric,Automatic,5.2,198
Audi,Mustang,2018,Blue,168060,96784,Diesel,Automatic,4.2,157
BMW,3 Series,2012,Purple,99952,29967,Diesel,Automatic,5.1,110
Chevrolet,Sonata,2005,Blue,116610,36159,Hybrid,Manual,4.0,195
Nissan,A4,2009,Silver,176445,98723,Gasoline,Manual,5.4,191
Honda,Altima,2017,Blue,185886,71545,Diesel,Manual,4.5,116
Mercedes-Benz,Civic,2017,Blue,37188,95121,Electric,Automatic,2.2,136
Honda,Civic,2004,Gray,155711,25932,Gasoline,Automatic,3.5,85
Toyota,Camry,2010,Blue,7146,79088,Electric,Automatic,2.1,98
Honda,A4,2022,Blue,56677,74030,Electric,Manual,4.6,110
BMW,Sonata,2021,Yellow,128976,24910,Diesel,Automatic,1.9,170
BMW,Mustang,2004,Blue,112507,84853,Gasoline,Manual,1.4,124
Toyota,Mustang,2008,Black,11310,93030,Diesel,Manual,1.6,145
Audi,Mustang,2010,Red,64482,36983,Hybrid,Manual,2.8,103
Volkswagen,Silverado,2012,Green,163948,20437,Diesel,Automatic,4.9,83
Nissan,Mustang,2022,Purple,113546,32231,Hybrid,Manual,2.2,166
Hyundai,3 Series,2018,Purple,53989,89210,Diesel,Manual,1.9,148
Audi,Civic,2020,Gray,69067,94024,Electric,Manual,1.2,177
Honda,E-Class,2006,Silver,41640,82631,Hybrid,Automatic,4.9,198
Chevrolet,Civic,2013,Black,82747,99780,Gasoline,Manual,2.6,166
BMW,E-Class,2005,Green,35113,66052,Diesel,Automatic,2.1,124
Honda,Sonata,2019,Black,36862,61832,Gasoline,Manual,3.7,152
Volkswagen,Golf,2019,Orange,114731,85504,Gasoline,Manual,3.0,110
Chevrolet,Golf,2010,Blue,122459,47920,Electric,Automatic,2.3,171
Audi,A4,2022,Red,145954,68685,Gasoline,Manual,3.9,89
Volkswagen,A4,2004,Silver,161366,25873,Diesel,Manual,2.2,112
Mercedes-Benz,3 Series,2018,Gray,174379,63633,Diesel,Automatic,1.9,144
BMW,A4,2015,Purple,198298,26609,Gasoline,Manual,4.1,147
Toyota,A4,2013,Purple,109945,47764,Electric,Automatic,5.0,155
Volkswagen,Mustang,2006,Red,26710,76422,Gasoline,Manual,3.3,170
BMW,Sonata,2007,Silver,100763,20248,Diesel,Manual,4.6,184
Audi,Civic,2014,Blue,13121,56603,Electric,Manual,3.8,86
Hyundai,Golf,2003,Silver,33208,84792,Gasoline,Automatic,2.1,196
Ford,Sonata,2018,Red,97951,76771,Gasoline,Manual,3.2,91
Audi,A4,2020,Gray,195464,31501,Diesel,Automatic,1.7,165
Nissan,3 Series,2013,White,72621,11013,Gasoline,Automatic,4.8,171
Mercedes-Benz,A4,2010,Yellow,95409,69336,Diesel,Automatic,1.7,158
Mercedes-Benz,3 Series,2004,Red,131018,9735,Gasoline,Manual,3.0,84
Toyota,E-Class,2007,Black,57575,38218,Electric,Manual,5.4,181
Toyota,Civic,2017,Gray,141351,27435,Diesel,Automatic,1.7,134
Toyota,E-Class,2014,Green,131462,31472,Electric,Automatic,5.8,169
Ford,Camry,2021,Green,10423,71383,Electric,Manual,3.2,184
BMW,Mustang,2010,Silver,50735,78196,Gasoline,Automatic,2.7,150
Ford,Civic,2001,Orange,94763,6341,Hybrid,Manual,4.1,81
Toyota,Sonata,2002,Purple,40116,19029,Gasoline,Manual,4.4,106
Toyota,3 Series,2019,Green,88163,33263,Gasoline,Automatic,5.3,110
BMW,Silverado,2020,Purple,189272,81236,Diesel,Manual,4.6,135
Mercedes-Benz,Mustang,2012,Purple,15775,22216,Electric,Automatic,5.0,144
Ford,Mustang,2014,Orange,5420,32006,Gasoline,Manual,4.4,173
BMW,A4,2022,Yellow,4096,44138,Gasoline,Automatic,3.3,192
Nissan,Altima,2022,Orange,178901,99596,Gasoline,Manual,1.4,141
BMW,Altima,2007,Yellow,94356,88391,Electric,Manual,1.5,138
Ford,Camry,2005,Orange,90762,12919,Diesel,Automatic,4.9,163
Ford,Golf,2000,Green,128172,76459,Gasoline,Automatic,5.9,149
Mercedes-Benz,3 Series,2004,Red,164813,77273,Hybrid,Manual,2.1,192
Toyota,A4,2001,Orange,166031,93795,Hybrid,Manual,5.3,170
Audi,Golf,2009,Green,66036,47116,Electric,Automatic,4.2,110
Audi,E-Class,2016,Silver,45215,24437,Electric,Automatic,2.3,114
Audi,3 Series,2000,Gray,190968,99822,Electric,Manual,4.1,95
Honda,3 Series,2015,Red,92758,16932,Electric,Manual,1.5,133
Mercedes-Benz,Camry,2013,White,120869,35686,Diesel,Manual,5.5,121
Audi,Sonata,2012,Black,175064,91275,Hybrid,Automatic,3.3,123
Mercedes-Benz,Altima,2002,Yellow,87279,72206,Electric,Manual,4.9,172
Audi,Camry,2000,White,161567,86145,Hybrid,Manual,5.0,116
Hyundai,Silverado,2006,White,16180,11287,Diesel,Automatic,1.9,179
Chevrolet,Golf,2020,Silver,186021,46162,Gasoline,Automatic,5.3,107
Ford,Camry,2005,Green,114281,76584,Electric,Automatic,3.3,130
Toyota,Mustang,2017,Silver,100320,21407,Diesel,Manual,1.6,83
Volkswagen,Silverado,2001,Purple,63877,88122,Hybrid,Automatic,3.7,83
Hyundai,Altima,2020,Yellow,171102,62438,Diesel,Automatic,3.9,169
Volkswagen,A4,2021,Red,11619,88181,Electric,Manual,3.3,198
Audi,Golf,2004,Blue,127543,89491,Diesel,Manual,5.8,125
Toyota,Golf,2020,Orange,192758,41520,Electric,Manual,1.9,130
Hyundai,Altima,2001,Orange,91830,52523,Electric,Automatic,2.6,186
Ford,Camry,2009,Purple,24790,16953,Gasoline,Manual,1.8,130
Ford,Camry,2016,Gray,44880,7729,Electric,Manual,3.7,83
Chevrolet,Mustang,2007,White,30571,38373,Diesel,Automatic,5.9,167
Honda,Civic,2013,Gray,182686,38138,Diesel,Manual,1.7,184
BMW,Sonata,2015,Black,167401,52964,Diesel,Manual,2.1,137
Honda,3 Series,2017,Silver,132622,47456,Hybrid,Manual,3.9,129
Audi,Camry,2004,Silver,23233,99571,Hybrid,Manual,1.8,171
Hyundai,E-Class,2004,Blue,130202,17254,Gasoline,Manual,5.1,140
BMW,Mustang,2000,Purple,78554,67863,Diesel,Manual,1.5,119
Chevrolet,Silverado,2003,Black,86703,37727,Diesel,Manual,5.4,178
Honda,Golf,2012,Yellow,100049,23708,Diesel,Automatic,5.5,92
Nissan,Silverado,2005,White,52112,81970,Electric,Manual,5.4,143
Mercedes-Benz,E-Class,2003,Red,99774,36764,Hybrid,Manual,3.2,154
Hyundai,Camry,2009,Gray,88001,94637,Diesel,Manual,1.5,118
Hyundai,Sonata,2009,White,41503,72791,Electric,Automatic,5.8,95
Audi,A4,2020,Red,139657,82650,Electric,Manual,4.9,143
Honda,A4,2010,Black,23997,8095,Diesel,Manual,1.2,127
Chevrolet,Golf,2007,Yellow,14008,45423,Hybrid,Automatic,5.3,157
Audi,Altima,2008,Black,133887,74614,Electric,Manual,3.9,166
Toyota,Mustang,2012,Orange,184989,94687,Electric,Automatic,4.2,89
Ford,Sonata,2014,White,157293,46615,Electric,Automatic,5.9,125
Chevrolet,A4,2008,White,21750,42655,Hybrid,Automatic,2.3,196
Chevrolet,Golf,2013,White,22780,11273,Hybrid,Automatic,5.4,112
Toyota,3 Series,2021,Gray,61075,48703,Hybrid,Manual,1.8,88
Volkswagen,Sonata,2001,Silver,102107,13526,Electric,Manual,4.9,198
Hyundai,Silverado,2004,Purple,63839,76874,Electric,Manual,2.2,189
Toyota,Sonata,2018,Blue,70412,80404,Gasoline,Manual,5.5,139
Ford,E-Class,2003,White,80195,61574,Hybrid,Automatic,2.1,113
Hyundai,E-Class,2006,White,126772,93495,Diesel,Manual,1.6,186
Mercedes-Benz,Civic,2007,Green,84515,24829,Electric,Manual,1.3,142
Chevrolet,Golf,2022,Orange,13181,58748,Diesel,Manual,2.0,100
Ford,Camry,2020,Yellow,120791,9336,Electric,Manual,2.2,113
BMW,A4,2007,Silver,185867,92759,Hybrid,Manual,2.3,96
